"activitylabel" "subject" "tBodyAcc_X-mean()" "tBodyAcc_Y-mean()" "tBodyAcc_Z-mean()" "tBodyAcc_X-std()" "tBodyAcc_Y-std()" "tBodyAcc_Z-std()" "tGravityAcc_X-mean()" "tGravityAcc_Y-mean()" "tGravityAcc_Z-mean()" "tGravityAcc_X-std()" "tGravityAcc_Y-std()" "tGravityAcc_Z-std()" "tBodyAccJerk_X-mean()" "tBodyAccJerk_Y-mean()" "tBodyAccJerk_Z-mean()" "tBodyAccJerk_X-std()" "tBodyAccJerk_Y-std()" "tBodyAccJerk_Z-std()" "tBodyGyro_X-mean()" "tBodyGyro_Y-mean()" "tBodyGyro_Z-mean()" "tBodyGyro_X-std()" "tBodyGyro_Y-std()" "tBodyGyro_Z-std()" "tBodyGyroJerk_X-mean()" "tBodyGyroJerk_Y-mean()" "tBodyGyroJerk_Z-mean()" "tBodyGyroJerk_X-std()" "tBodyGyroJerk_Y-std()" "tBodyGyroJerk_Z-std()" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc_X-mean()" "fBodyAcc_Y-mean()" "fBodyAcc_Z-mean()" "fBodyAcc_X-std()" "fBodyAcc_Y-std()" "fBodyAcc_Z-std()" "fBodyAccJerk_X-mean()" "fBodyAccJerk_Y-mean()" "fBodyAccJerk_Z-mean()" "fBodyAccJerk_X-std()" "fBodyAccJerk_Y-std()" "fBodyAccJerk_Z-std()" "fBodyGyro_X-mean()" "fBodyGyro_Y-mean()" "fBodyGyro_Z-mean()" "fBodyGyro_X-std()" "fBodyGyro_Y-std()" "fBodyGyro_Z-std()" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"WALKING" 13 55.18851541 -3.68509126351 -21.7416225911 -137.6881697351 -114.67379223175 -113.7915095882 148.875368869 -21.43820482 2.997010793 -194.28655115 -191.78204845 -187.1366184 16.3801811997 0.296206086683 -3.870700968221 -141.693002911 -134.88528146718 -145.780893874 -10.15054393006 -13.98560083276 22.56165601443 -155.55465064 -129.011696563 -137.384255814 -17.9817832978 -8.8091613609 -11.7457814977 -158.69706562 -136.170093259 -160.63425614 -121.5431663153 -130.625784269 -121.5431663153 -130.625784269 -137.753891412 -135.4554155498 -125.1942490324 -134.013756417 -146.032794006 -139.9428625365 -139.844794805 -120.75223660084 -124.7668383603 -137.016753449 -117.3199298044 -115.07071868475 -145.3094541189 -139.396899855 -143.1119894524 -143.291372973 -134.45690904681 -148.16706473 -148.10253997 -125.8209848331 -138.425278909 -158.23928914 -131.8826505831 -143.07501561 -130.1193787029 -142.05839043 -134.4057505364 -137.18181167976 -134.160248902 -146.41970459 -139.1528172869 -145.4590972075
"WALKING_DOWNSTAIRS" 1 7.6203175 -0.42914056582 -2.659192131 -2.922889893 -0.2868930123 -3.273267957 25.36241613 -9.24074606 -2.636097657 -26.79736121 -26.46097611 -25.38421643 1.760562512 0.6806371087 -0.45310138 -4.3711925694 -5.5921083017 -13.32941432 0.222230298 -3.477448061 2.0999280566 -14.16596308 -2.022447981 -7.3933712729 -3.3917532646 -1.9716606438 -0.4736705982 -14.79713481 -10.892080869 -10.73522831 -0.39431847188 -2.84243321 -0.39431847188 -2.84243321 -6.1520690801 -4.8541882346 -2.566548109 -5.732987114 -11.35983815 -12.92234737 -3.1824387237 -2.0797918932 -8.301266783 -2.9105465181 -1.2761248281 -3.14866184 -5.173783628 -6.386478581 -12.15916972 -5.66940299827 -6.2973656283 -14.45068752 -11.86017349 -5.219350438 -5.009533159 -14.99484272 -0.950394643 -10.15463132 -1.892888851 -7.4017966506 -3.351652127 -7.1203685253 -6.953440183 -9.09178713 -12.207031269 -15.05166884
"WALKING_DOWNSTAIRS" 3 93.239193396 -6.08891897827 -36.313987658322 -212.584038298 -163.6854289579 -222.886322539 241.36469449 -8.88613537921 16.3999825329 -329.56202988 -322.09650716 -316.09550087 23.92903603382 4.93305362096 -0.1796452356505 -216.700278622 -190.0092468986 -271.45858792 -8.47353228445 -25.3555770179 29.56045445176 -238.4484087357 -260.19056396 -241.93385315 -33.8120121885 -13.70560648 -17.7721788082 -235.060994155 -287.34701298 -253.372718693 -192.03101374459 -201.6076500845 -192.03101374459 -201.6076500845 -221.712210106 -207.2114510321 -219.314191482 -229.837509224 -267.36331978 -274.04852503 -213.3750518469 -171.1069590303 -238.58297855 -212.717510183 -171.4389911704 -224.188324139 -220.249682351 -198.78592243279 -266.01466067 -224.3248230556 -190.909254456147 -276.48485166 -218.9553224445 -264.32443991 -228.7205357678 -245.2733283415 -258.65030294 -256.0940266 -197.4650707315 -226.1102250939 -206.2204688528 -209.93449994636 -244.4363511992 -240.0092364254 -276.23915504 -276.22115709
"WALKING_DOWNSTAIRS" 5 84.311744011 -4.675970351153 -31.9098445187 -153.3226854403 -121.6229216356 -195.225979333 210.84242316 33.9185591405 27.8325373629871 -291.31799086 -283.872080941 -284.50776101 25.3988009686 0.5332362776 -0.892020825506 -173.9189417753 -152.9763963001 -236.93772245 -8.89440958402 -23.384356657 26.1612669257 -214.406614449 -213.10276862 -183.190124849 -31.2639088985 -14.8168604851 -15.2889964357 -200.099555721 -233.78250965 -170.5335929172 -139.18165750175 -157.530282417 -139.18165750175 -157.530282417 -177.972788742 -177.8874429762 -182.0366260174 -200.5516718269 -213.62982231 -221.72462299 -166.47378695 -132.9501944021 -210.24388707 -148.8346254961 -127.4929756723 -196.104065646 -182.6405005705 -166.39957489694 -232.16623211 -176.372115349 -148.43313115978 -241.24834027 -190.9362688506 -216.55278072 -162.27339644257 -222.19305031 -212.09169807 -202.14481362 -159.607912869 -179.4663779866 -173.09920546734 -185.27250733 -204.5614382224 -216.15080674 -226.14645148 -222.15440195
"WALKING_DOWNSTAIRS" 6 88.522399609 -5.71015388586 -37.698225942 -164.15297764842 -119.73119279461 -218.56640149068 223.82817066 5.2668023185 15.44399970446 -311.64208043 -309.05383808 -304.82082264 26.44959213113 0.15576636714 -0.73416298175 -172.7272008352 -147.69218648789 -240.160442479 -14.09238302467 -22.9491956687 31.62673455139 -212.4852145135 -203.531923612 -194.9708256781 -26.94769889803 -14.7849326825 -17.3423355192 -177.453239721 -220.231693663 -171.24519954974 -151.05025227439 -157.2319470651 -151.05025227439 -157.2319470651 -179.209437029 -163.453895251 -178.58582691204 -188.4472908707 -202.129251523 -209.45420777466 -164.506851022 -127.4134582951 -222.21093213 -164.67108987241 -128.92028300057 -225.668692351 -178.5531390009 -163.6566664537 -234.281826266 -180.487501805108 -142.2971742684 -245.619121832 -174.5904686727 -201.886335579 -164.9713674396 -225.1802930013 -205.80177467 -218.731602323 -154.04185042364 -185.545844248 -160.8367527775 -167.93116020654 -188.2172666242 -213.6448190012 -211.863245497 -214.55715944333
"WALKING_DOWNSTAIRS" 7 83.225202927 -5.78747054018 -34.6476516196 -177.8756440224 -168.2922365265 -140.59388181515 209.83704922 -12.9428207369 10.538549927401 -294.613759005 -294.23626666 -284.37785502 25.6203508536 2.34360208365 -2.43851514383 -189.46046424175 -191.8832042087 -204.61575304768 -15.97648142576 -19.89917508283 30.11228901931 -211.643886022 -200.941866636 -204.308954182 -29.014751186426 -12.76356330735 -18.79748418698 -216.1332097492 -207.8753954069 -231.249081323 -157.4841073182 -157.28632278083 -157.4841073182 -157.28632278083 -191.82725644553 -169.5725510204 -179.225168574 -184.3906051185 -219.662935288 -202.6694962441 -182.647476878 -173.5727178336 -163.54982998063 -176.2830427771 -174.650468997 -141.92397396941 -196.3567575951 -197.63969882587 -197.89484070488 -193.050009332 -193.5877422616 -210.9357831978 -198.280414176 -194.1691367019 -201.765673311 -216.796163244 -206.717872234 -215.276451823 -159.643754678 -179.8164971964 -170.43488297472 -169.6104425118 -193.69420001967 -200.484483648 -206.01478995217 -206.0407156392
"WALKING_DOWNSTAIRS" 8 28.548667275 -1.46917829989 -11.203471122 -73.828225395 -54.680901357 -75.336009363 62.3583491 17.83092252 17.574354218423 -99.35121087 -97.481893403 -97.22038753 7.238055799 0.41847280177 -0.88238815492 -74.0839193312 -60.721994112 -82.83235518 -3.41922583908 -7.02212084558 8.34354232149 -72.613345189 -72.5411112556 -75.549928802 -10.615559595 -3.5286667726 -6.188402554 -73.266451455 -80.67002384 -81.862544765 -67.0997991497 -70.095289119 -67.0997991497 -70.095289119 -70.7850366048 -71.2089127328 -65.0643342437 -71.2267586386 -78.306143894 -81.838253333 -73.1988694743 -56.338336925 -76.552954584 -74.130676424 -56.865797116 -76.8264800386 -74.969245917 -64.9162174634 -81.303849936 -75.688273492 -58.9889674646 -84.202854164 -68.0458040028 -74.07009218 -75.03894953833 -74.180598483 -71.9785319985 -78.21325313 -67.449081021 -76.812556533 -69.581211396 -73.638608449 -73.049100889 -75.403414769 -80.9527366032 -84.54097618
"WALKING_UPSTAIRS" 1 84.576513942 -5.92032529779 -34.7632777565 -186.468090077929 -127.3106347126 -171.1448061003 233.106575686 -19.406275461 27.738032682 -306.27386306 -303.588291618 -295.874487601 24.9907256689 5.07638571774 -2.707231413506 -177.7073146487 -157.6409957167 -235.581415064 -7.46634332991 -27.0836306492 27.83373777435 -224.068870095 -154.46754626235 -199.937788195 -30.30611758053 -12.503958204 -15.88370069787 -206.523867652 -209.26978799 -219.8781879819 -157.0163130159 -169.6500182973 -157.0163130159 -169.6500182973 -183.112700307 -174.17080390704 -162.3989125644 -167.7113519158 -210.552710977 -213.339270136 -181.3851822329 -138.95330887664 -198.65340756 -189.0014874641 -134.10625122943 -169.8596709716 -184.75628204721 -169.661756854541 -229.11170478 -183.0915793181 -155.49196612878 -241.58740312 -204.3968827721 -170.1230231843 -187.0650525437 -230.772564319 -148.1991692861 -215.56059694 -164.1287487529 -197.227653582 -169.82763854456 -180.8922400855 -178.6925211242 -187.510317498 -211.9447861197 -222.924839294
"WALKING_UPSTAIRS" 13 35.029436107 -2.08661556801 -13.945615784 -66.63596875 -32.0890717663 -78.232884228 83.29349216 7.676144912 11.48943375991 -122.0101056 -120.02576596 -119.82739845 9.596471030095 0.9724295007 -0.16728873486 -67.2238742489 -51.4067975614 -92.42322611 -8.242245310588 -6.17767001832 9.76754550303 -78.286273473 -82.14155959 -72.987036392 -10.8328805097 -5.6061956274 -7.3091215852 -75.360698902 -98.93917627 -72.424015979 -54.9948590653 -64.6687468655 -54.9948590653 -64.6687468655 -66.7737975786 -64.09585711847 -64.863187809 -74.077578814 -87.03483277 -92.89951053 -69.0486626321 -40.611535555 -81.156918245 -65.920112471 -33.9451881669 -80.814346069 -70.5374168025 -57.8954403546 -89.3299863758 -69.129863397213 -49.3595574418 -95.39023271 -67.2735318297 -85.79798662 -64.468812166 -81.99387328 -80.87125316 -81.17323985 -62.787112809 -75.50937833 -64.1798113942 -64.60186802605 -79.117426338 -79.836553167 -93.68896056 -94.29192945
"WALKING_UPSTAIRS" 18 100.58199138 -6.2910682960677 -39.352859389 -252.84054613 -228.270772667 -255.38095842 260.9382224 -5.744646635 32.756423576 -356.77047799 -352.91329907 -349.23404068 28.2030554373 4.690156349855 0.3088704252032 -267.41057982 -266.8007798 -308.40182677 -13.61337427965 -24.68648382135 33.065864354 -292.850277373 -282.95966377 -271.40294386 -34.36267676872 -16.0775839031 -20.69276551168 -306.81322595 -321.79437216 -305.25573731 -239.64702657 -251.040568097 -239.64702657 -251.040568097 -274.42130239 -271.257463826 -260.16378338 -282.383577388 -313.00357901 -323.43778277 -259.97890632 -241.57211864 -277.08742592 -250.37759991 -230.353118633 -252.934168947 -273.00730812 -270.85729381 -303.22367822 -270.27651331 -269.06801181 -313.10149948 -286.743780058 -297.16446041 -275.15734453 -295.631787845 -276.51826178 -278.9629262 -253.974761833 -267.14107465 -270.205871167 -273.06915138 -297.12833213 -287.479073538 -322.01734023 -328.403268141
"WALKING_UPSTAIRS" 20 95.022718306 -6.22731997957 -38.2423176218 -214.1157299958 -130.7451941041 -224.714720678 222.326385561 -13.206305445 37.95968885569 -339.20345937 -337.18740487 -333.107464276 28.2556164202 0.78208762316 -1.595166110433 -221.9929860627 -186.61980896 -264.566350806 -8.58410393719 -27.94647399965 30.31233426166 -242.343561675 -203.08179359069 -186.6564015204 -33.62369141379 -14.6682067946 -19.2222452274 -247.2173676615 -242.235362679 -225.3974210092 -183.109129988276 -202.603340393 -183.109129988276 -202.603340393 -219.3733598842 -208.38008484353 -182.9688775046 -205.32835917708 -242.153168064 -241.9603255664 -216.8749542381 -150.94514758814 -235.4124587864 -213.51472802942 -135.0630461825 -229.22052681 -230.901536333729 -197.4581152445 -259.423819731 -224.6873687104 -186.17129403996 -269.220226621 -221.7616612728 -209.22806564117 -183.52935636 -249.386571785 -200.9263664683 -203.5507756645 -198.3387268551 -229.5003943423 -206.93829217324 -211.46227057206 -214.86770393182 -225.078975375 -245.19387881542 -245.9167314448
"WALKING_UPSTAIRS" 24 105.448244675 -6.736935729958 -41.115425905 -257.3499461697 -221.9289396256 -242.505531841 264.78786314 27.794319652 23.744975909 -371.60061557 -366.10220149 -364.13105972 29.8984036321 1.512190175667 -2.67065972905 -282.0545076 -261.3583023758 -280.558582611 -8.0992254899 -29.810971722 32.0703083249 -295.731838027 -290.84223923 -269.843888684 -38.03501085422 -14.8875529547 -21.0688307376 -291.2707016624 -302.02582563 -303.58709283 -236.2324454269 -247.9784783157 -236.2324454269 -247.9784783157 -271.907288456 -262.658043141 -260.012388058 -283.076571237 -301.61733585 -300.60818116 -269.60085002 -232.9849452256 -249.8822770273 -253.11989955732 -226.5718570125 -249.692358671 -286.60548692 -268.087455127 -274.188839756 -286.27507679 -262.234855969 -286.37053006 -275.313410922 -287.16369272 -270.31514779 -302.5382046 -294.12049722 -280.32072497 -247.69643333632 -268.9587302373 -265.498167271 -260.01236262345 -287.32414626 -297.97106122 -302.90230201 -303.33591778
